,Filepath,Sequence,Frame,Set
1394,/home/admin/data/esmart_wip/20210711_110911_37518.jpg,20210711110911,37518,train
1395,/home/admin/data/esmart_wip/20210711_110911_37638.jpg,20210711110911,37638,train
1396,/home/admin/data/esmart_wip/20210711_110911_37872.jpg,20210711110911,37872,train
1398,/home/admin/data/esmart_wip/20210711_110911_38310.jpg,20210711110911,38310,train
1399,/home/admin/data/esmart_wip/20210711_110911_38322.jpg,20210711110911,38322,train
1400,/home/admin/data/esmart_wip/20210711_110911_38346.jpg,20210711110911,38346,train
1402,/home/admin/data/esmart_wip/20210711_110911_38556.jpg,20210711110911,38556,train
1403,/home/admin/data/esmart_wip/20210711_110911_3870.jpg,20210711110911,3870,train
1406,/home/admin/data/esmart_wip/20210711_110911_38952.jpg,20210711110911,38952,train
1407,/home/admin/data/esmart_wip/20210711_110911_39030.jpg,20210711110911,39030,train
1408,/home/admin/data/esmart_wip/20210711_110911_3906.jpg,20210711110911,3906,train
1410,/home/admin/data/esmart_wip/20210711_110911_3930.jpg,20210711110911,3930,train
1411,/home/admin/data/esmart_wip/20210711_110911_39318.jpg,20210711110911,39318,train
1412,/home/admin/data/esmart_wip/20210711_110911_39366.jpg,20210711110911,39366,train
1413,/home/admin/data/esmart_wip/20210711_110911_39402.jpg,20210711110911,39402,train
1415,/home/admin/data/esmart_wip/20210711_110911_39438.jpg,20210711110911,39438,train
1416,/home/admin/data/esmart_wip/20210711_110911_39450.jpg,20210711110911,39450,train
1418,/home/admin/data/esmart_wip/20210711_110911_39486.jpg,20210711110911,39486,train
1419,/home/admin/data/esmart_wip/20210711_110911_39498.jpg,20210711110911,39498,train
1420,/home/admin/data/esmart_wip/20210711_110911_39600.jpg,20210711110911,39600,train
1421,/home/admin/data/esmart_wip/20210711_110911_40032.jpg,20210711110911,40032,train
1422,/home/admin/data/esmart_wip/20210711_110911_40038.jpg,20210711110911,40038,train
1423,/home/admin/data/esmart_wip/20210711_110911_40092.jpg,20210711110911,40092,train
1424,/home/admin/data/esmart_wip/20210711_110911_40200.jpg,20210711110911,40200,train
1425,/home/admin/data/esmart_wip/20210711_110911_40254.jpg,20210711110911,40254,train
1427,/home/admin/data/esmart_wip/20210711_110911_40452.jpg,20210711110911,40452,train
1429,/home/admin/data/esmart_wip/20210711_110911_40890.jpg,20210711110911,40890,train
1430,/home/admin/data/esmart_wip/20210711_110911_40986.jpg,20210711110911,40986,train
1431,/home/admin/data/esmart_wip/20210711_110911_41148.jpg,20210711110911,41148,train
1432,/home/admin/data/esmart_wip/20210711_110911_41268.jpg,20210711110911,41268,train
1433,/home/admin/data/esmart_wip/20210711_110911_41322.jpg,20210711110911,41322,train
1435,/home/admin/data/esmart_wip/20210711_110911_41346.jpg,20210711110911,41346,train
1436,/home/admin/data/esmart_wip/20210711_110911_41358.jpg,20210711110911,41358,train
1437,/home/admin/data/esmart_wip/20210711_110911_41370.jpg,20210711110911,41370,train
1438,/home/admin/data/esmart_wip/20210711_110911_41382.jpg,20210711110911,41382,train
1439,/home/admin/data/esmart_wip/20210711_110911_41394.jpg,20210711110911,41394,train
1440,/home/admin/data/esmart_wip/20210711_110911_41676.jpg,20210711110911,41676,train
1441,/home/admin/data/esmart_wip/20210711_110911_41694.jpg,20210711110911,41694,train
1442,/home/admin/data/esmart_wip/20210711_110911_41898.jpg,20210711110911,41898,train
1443,/home/admin/data/esmart_wip/20210711_110911_42036.jpg,20210711110911,42036,train
1444,/home/admin/data/esmart_wip/20210711_110911_42210.jpg,20210711110911,42210,train
1445,/home/admin/data/esmart_wip/20210711_110911_42216.jpg,20210711110911,42216,train
1446,/home/admin/data/esmart_wip/20210711_110911_42222.jpg,20210711110911,42222,train
1447,/home/admin/data/esmart_wip/20210711_110911_42228.jpg,20210711110911,42228,train
1448,/home/admin/data/esmart_wip/20210711_110911_42288.jpg,20210711110911,42288,train
1450,/home/admin/data/esmart_wip/20210711_110911_42354.jpg,20210711110911,42354,train
1451,/home/admin/data/esmart_wip/20210711_110911_42402.jpg,20210711110911,42402,train
1453,/home/admin/data/esmart_wip/20210711_110911_42606.jpg,20210711110911,42606,train
1454,/home/admin/data/esmart_wip/20210711_110911_42738.jpg,20210711110911,42738,train
1457,/home/admin/data/esmart_wip/20210711_110911_43152.jpg,20210711110911,43152,train
1458,/home/admin/data/esmart_wip/20210711_110911_43212.jpg,20210711110911,43212,train
1459,/home/admin/data/esmart_wip/20210711_110911_43482.jpg,20210711110911,43482,train
1460,/home/admin/data/esmart_wip/20210711_110911_43548.jpg,20210711110911,43548,train
1461,/home/admin/data/esmart_wip/20210711_110911_43620.jpg,20210711110911,43620,train
1462,/home/admin/data/esmart_wip/20210711_110911_43632.jpg,20210711110911,43632,train
1463,/home/admin/data/esmart_wip/20210711_110911_43644.jpg,20210711110911,43644,train
1464,/home/admin/data/esmart_wip/20210711_110911_43656.jpg,20210711110911,43656,train
1465,/home/admin/data/esmart_wip/20210711_110911_43668.jpg,20210711110911,43668,train
1466,/home/admin/data/esmart_wip/20210711_110911_43680.jpg,20210711110911,43680,train
1469,/home/admin/data/esmart_wip/20210711_110911_44118.jpg,20210711110911,44118,train
1470,/home/admin/data/esmart_wip/20210711_110911_44184.jpg,20210711110911,44184,train
1471,/home/admin/data/esmart_wip/20210711_110911_44304.jpg,20210711110911,44304,train
1474,/home/admin/data/esmart_wip/20210711_110911_45000.jpg,20210711110911,45000,train
1475,/home/admin/data/esmart_wip/20210711_110911_45018.jpg,20210711110911,45018,train
1476,/home/admin/data/esmart_wip/20210711_110911_45030.jpg,20210711110911,45030,train
1477,/home/admin/data/esmart_wip/20210711_110911_45042.jpg,20210711110911,45042,train
1478,/home/admin/data/esmart_wip/20210711_110911_45138.jpg,20210711110911,45138,train
1480,/home/admin/data/esmart_wip/20210711_110911_45204.jpg,20210711110911,45204,train
1482,/home/admin/data/esmart_wip/20210711_110911_462.jpg,20210711110911,462,train
1483,/home/admin/data/esmart_wip/20210711_110911_468.jpg,20210711110911,468,train
1484,/home/admin/data/esmart_wip/20210711_110911_48336.jpg,20210711110911,48336,train
1485,/home/admin/data/esmart_wip/20210711_110911_49356.jpg,20210711110911,49356,train
1486,/home/admin/data/esmart_wip/20210711_110911_49362.jpg,20210711110911,49362,train
1487,/home/admin/data/esmart_wip/20210711_110911_49464.jpg,20210711110911,49464,train
1488,/home/admin/data/esmart_wip/20210711_110911_49482.jpg,20210711110911,49482,train
1489,/home/admin/data/esmart_wip/20210711_110911_49494.jpg,20210711110911,49494,train
1491,/home/admin/data/esmart_wip/20210711_110911_49518.jpg,20210711110911,49518,train
1492,/home/admin/data/esmart_wip/20210711_110911_49542.jpg,20210711110911,49542,train
1493,/home/admin/data/esmart_wip/20210711_110911_49698.jpg,20210711110911,49698,train
1494,/home/admin/data/esmart_wip/20210711_110911_49752.jpg,20210711110911,49752,train
1495,/home/admin/data/esmart_wip/20210711_110911_49896.jpg,20210711110911,49896,train
1497,/home/admin/data/esmart_wip/20210711_110911_49908.jpg,20210711110911,49908,train
1498,/home/admin/data/esmart_wip/20210711_110911_49932.jpg,20210711110911,49932,train
1499,/home/admin/data/esmart_wip/20210711_110911_50094.jpg,20210711110911,50094,train
1500,/home/admin/data/esmart_wip/20210711_110911_50244.jpg,20210711110911,50244,train
1502,/home/admin/data/esmart_wip/20210711_110911_50448.jpg,20210711110911,50448,train
1503,/home/admin/data/esmart_wip/20210711_110911_50466.jpg,20210711110911,50466,train
1504,/home/admin/data/esmart_wip/20210711_110911_50478.jpg,20210711110911,50478,train
1505,/home/admin/data/esmart_wip/20210711_110911_50490.jpg,20210711110911,50490,train
1506,/home/admin/data/esmart_wip/20210711_110911_50502.jpg,20210711110911,50502,train
1508,/home/admin/data/esmart_wip/20210711_110911_50748.jpg,20210711110911,50748,train
1509,/home/admin/data/esmart_wip/20210711_110911_50898.jpg,20210711110911,50898,train
1510,/home/admin/data/esmart_wip/20210711_110911_51084.jpg,20210711110911,51084,train
1511,/home/admin/data/esmart_wip/20210711_110911_51108.jpg,20210711110911,51108,train
1512,/home/admin/data/esmart_wip/20210711_110911_51138.jpg,20210711110911,51138,train
1513,/home/admin/data/esmart_wip/20210711_110911_51144.jpg,20210711110911,51144,train
1514,/home/admin/data/esmart_wip/20210711_110911_51150.jpg,20210711110911,51150,train
1515,/home/admin/data/esmart_wip/20210711_110911_51156.jpg,20210711110911,51156,train
1516,/home/admin/data/esmart_wip/20210711_110911_51258.jpg,20210711110911,51258,train
1517,/home/admin/data/esmart_wip/20210711_110911_51522.jpg,20210711110911,51522,train
1518,/home/admin/data/esmart_wip/20210711_110911_51528.jpg,20210711110911,51528,train
1519,/home/admin/data/esmart_wip/20210711_110911_51834.jpg,20210711110911,51834,train
1520,/home/admin/data/esmart_wip/20210711_110911_52188.jpg,20210711110911,52188,train
1521,/home/admin/data/esmart_wip/20210711_110911_52446.jpg,20210711110911,52446,train
1522,/home/admin/data/esmart_wip/20210711_110911_52476.jpg,20210711110911,52476,train
1523,/home/admin/data/esmart_wip/20210711_110911_52494.jpg,20210711110911,52494,train
1524,/home/admin/data/esmart_wip/20210711_110911_52506.jpg,20210711110911,52506,train
1525,/home/admin/data/esmart_wip/20210711_110911_52512.jpg,20210711110911,52512,train
1526,/home/admin/data/esmart_wip/20210711_110911_52620.jpg,20210711110911,52620,train
1527,/home/admin/data/esmart_wip/20210711_110911_52842.jpg,20210711110911,52842,train
1528,/home/admin/data/esmart_wip/20210711_110911_53010.jpg,20210711110911,53010,train
1529,/home/admin/data/esmart_wip/20210711_110911_53160.jpg,20210711110911,53160,train
1530,/home/admin/data/esmart_wip/20210711_110911_53340.jpg,20210711110911,53340,train
1531,/home/admin/data/esmart_wip/20210711_110911_54054.jpg,20210711110911,54054,train
1533,/home/admin/data/esmart_wip/20210711_110911_54390.jpg,20210711110911,54390,train
1535,/home/admin/data/esmart_wip/20210711_110911_54540.jpg,20210711110911,54540,train
1536,/home/admin/data/esmart_wip/20210711_110911_54834.jpg,20210711110911,54834,train
1537,/home/admin/data/esmart_wip/20210711_110911_54870.jpg,20210711110911,54870,train
1538,/home/admin/data/esmart_wip/20210711_110911_54906.jpg,20210711110911,54906,train
1540,/home/admin/data/esmart_wip/20210711_110911_55044.jpg,20210711110911,55044,train
1541,/home/admin/data/esmart_wip/20210711_110911_55302.jpg,20210711110911,55302,train
1542,/home/admin/data/esmart_wip/20210711_110911_55326.jpg,20210711110911,55326,train
1543,/home/admin/data/esmart_wip/20210711_110911_55500.jpg,20210711110911,55500,train
1544,/home/admin/data/esmart_wip/20210711_110911_55794.jpg,20210711110911,55794,train
1547,/home/admin/data/esmart_wip/20210711_110911_56610.jpg,20210711110911,56610,train
1548,/home/admin/data/esmart_wip/20210711_110911_56634.jpg,20210711110911,56634,train
1550,/home/admin/data/esmart_wip/20210711_110911_57762.jpg,20210711110911,57762,train
1551,/home/admin/data/esmart_wip/20210711_110911_5784.jpg,20210711110911,5784,train
1552,/home/admin/data/esmart_wip/20210711_110911_58032.jpg,20210711110911,58032,train
1555,/home/admin/data/esmart_wip/20210711_110911_58092.jpg,20210711110911,58092,train
1557,/home/admin/data/esmart_wip/20210711_110911_58116.jpg,20210711110911,58116,train
1558,/home/admin/data/esmart_wip/20210711_110911_5814.jpg,20210711110911,5814,train
1559,/home/admin/data/esmart_wip/20210711_110911_5826.jpg,20210711110911,5826,train
1560,/home/admin/data/esmart_wip/20210711_110911_58494.jpg,20210711110911,58494,train
1561,/home/admin/data/esmart_wip/20210711_110911_58512.jpg,20210711110911,58512,train
1562,/home/admin/data/esmart_wip/20210711_110911_58524.jpg,20210711110911,58524,train
1564,/home/admin/data/esmart_wip/20210711_110911_5874.jpg,20210711110911,5874,train
1565,/home/admin/data/esmart_wip/20210711_110911_5898.jpg,20210711110911,5898,train
1567,/home/admin/data/esmart_wip/20210711_110911_6294.jpg,20210711110911,6294,train
1568,/home/admin/data/esmart_wip/20210711_110911_6318.jpg,20210711110911,6318,train
1569,/home/admin/data/esmart_wip/20210711_110911_6342.jpg,20210711110911,6342,train
1570,/home/admin/data/esmart_wip/20210711_110911_6354.jpg,20210711110911,6354,train
1571,/home/admin/data/esmart_wip/20210711_110911_7470.jpg,20210711110911,7470,train
1573,/home/admin/data/esmart_wip/20210711_110911_7968.jpg,20210711110911,7968,train
1575,/home/admin/data/esmart_wip/20210711_110911_8262.jpg,20210711110911,8262,train
1576,/home/admin/data/esmart_wip/20210711_110911_8310.jpg,20210711110911,8310,train
1577,/home/admin/data/esmart_wip/20210711_110911_8910.jpg,20210711110911,8910,train
1578,/home/admin/data/esmart_wip/20210711_110911_9072.jpg,20210711110911,9072,train
1579,/home/admin/data/esmart_wip/20210711_110911_9258.jpg,20210711110911,9258,train
1580,/home/admin/data/esmart_wip/20210711_110911_9270.jpg,20210711110911,9270,train
1581,/home/admin/data/esmart_wip/20210711_110911_9288.jpg,20210711110911,9288,train
1582,/home/admin/data/esmart_wip/20210711_110911_9330.jpg,20210711110911,9330,train
1583,/home/admin/data/esmart_wip/20210711_110911_9366.jpg,20210711110911,9366,train
1584,/home/admin/data/esmart_wip/20210711_110911_9444.jpg,20210711110911,9444,train
1586,/home/admin/data/esmart_wip/20210711_110911_9510.jpg,20210711110911,9510,train
1587,/home/admin/data/esmart_wip/20210711_110911_9540.jpg,20210711110911,9540,train
1588,/home/admin/data/esmart_wip/20210711_110911_9546.jpg,20210711110911,9546,train
1589,/home/admin/data/esmart_wip/20210711_110911_9558.jpg,20210711110911,9558,train
1590,/home/admin/data/esmart_wip/20210711_110911_9564.jpg,20210711110911,9564,train
1591,/home/admin/data/esmart_wip/20210711_174204_10938.jpg,20210711174204,10938,train
1592,/home/admin/data/esmart_wip/20210711_174204_11396.jpg,20210711174204,11396,train
1593,/home/admin/data/esmart_wip/20210711_174204_11432.jpg,20210711174204,11432,train
1594,/home/admin/data/esmart_wip/20210711_174204_11664.jpg,20210711174204,11664,train
1595,/home/admin/data/esmart_wip/20210711_174204_11682.jpg,20210711174204,11682,train
1596,/home/admin/data/esmart_wip/20210711_174204_11694.jpg,20210711174204,11694,train
1597,/home/admin/data/esmart_wip/20210711_174204_11732.jpg,20210711174204,11732,train
1599,/home/admin/data/esmart_wip/20210711_174204_12066.jpg,20210711174204,12066,train
1600,/home/admin/data/esmart_wip/20210711_174204_12072.jpg,20210711174204,12072,train
1601,/home/admin/data/esmart_wip/20210711_174204_12128.jpg,20210711174204,12128,train
1602,/home/admin/data/esmart_wip/20210711_174204_12176.jpg,20210711174204,12176,train
1603,/home/admin/data/esmart_wip/20210711_174204_12254.jpg,20210711174204,12254,train
1604,/home/admin/data/esmart_wip/20210711_174204_12398.jpg,20210711174204,12398,train
1606,/home/admin/data/esmart_wip/20210711_174204_12524.jpg,20210711174204,12524,train
1607,/home/admin/data/esmart_wip/20210711_174204_12608.jpg,20210711174204,12608,train
1608,/home/admin/data/esmart_wip/20210711_174204_12614.jpg,20210711174204,12614,train
1609,/home/admin/data/esmart_wip/20210711_174204_12656.jpg,20210711174204,12656,train
1610,/home/admin/data/esmart_wip/20210711_174204_12710.jpg,20210711174204,12710,train
1612,/home/admin/data/esmart_wip/20210711_174204_12908.jpg,20210711174204,12908,train
1613,/home/admin/data/esmart_wip/20210711_174204_13046.jpg,20210711174204,13046,train
1614,/home/admin/data/esmart_wip/20210711_174204_13232.jpg,20210711174204,13232,train
1618,/home/admin/data/esmart_wip/20210711_174204_13488.jpg,20210711174204,13488,train
1619,/home/admin/data/esmart_wip/20210711_174204_13500.jpg,20210711174204,13500,train
1620,/home/admin/data/esmart_wip/20210711_174204_13526.jpg,20210711174204,13526,train
1621,/home/admin/data/esmart_wip/20210711_174204_13748.jpg,20210711174204,13748,train
1623,/home/admin/data/esmart_wip/20210711_174204_14246.jpg,20210711174204,14246,train
1624,/home/admin/data/esmart_wip/20210711_174204_14252.jpg,20210711174204,14252,train
1626,/home/admin/data/esmart_wip/20210711_174204_14666.jpg,20210711174204,14666,train
1627,/home/admin/data/esmart_wip/20210711_174204_14888.jpg,20210711174204,14888,train
1628,/home/admin/data/esmart_wip/20210711_174204_14996.jpg,20210711174204,14996,train
1629,/home/admin/data/esmart_wip/20210711_174204_15146.jpg,20210711174204,15146,train
1631,/home/admin/data/esmart_wip/20210711_174204_15348.jpg,20210711174204,15348,train
1632,/home/admin/data/esmart_wip/20210711_174204_15360.jpg,20210711174204,15360,train
1633,/home/admin/data/esmart_wip/20210711_174204_15372.jpg,20210711174204,15372,train
1634,/home/admin/data/esmart_wip/20210711_174204_15384.jpg,20210711174204,15384,train
1635,/home/admin/data/esmart_wip/20210711_174204_15408.jpg,20210711174204,15408,train
1636,/home/admin/data/esmart_wip/20210711_174204_15912.jpg,20210711174204,15912,train
1637,/home/admin/data/esmart_wip/20210711_174204_15942.jpg,20210711174204,15942,train
1638,/home/admin/data/esmart_wip/20210711_174204_15954.jpg,20210711174204,15954,train
1639,/home/admin/data/esmart_wip/20210711_174204_16716.jpg,20210711174204,16716,train
1640,/home/admin/data/esmart_wip/20210711_174204_16728.jpg,20210711174204,16728,train
1641,/home/admin/data/esmart_wip/20210711_174204_16740.jpg,20210711174204,16740,train
